PairID,Text,Score
ARQ-test-0018,"روعة يعطيك الصحة اليوم نديرها انشاء الله شكرا ام وليد
 ام وليد يعطيك الصحة ماعليش ديرينا دزيريات شكرا",0.72
ARQ-test-0019,"هاديك العين حق بالصح ما تقدرش تفسرها حاجة ربي
 تسمى هادو الحوايج لي خلاهم ربي أﻣﭙﻮسيبل توصللهم",0.38
ARQ-test-0020,"قنبلة خويا لطفي كالعادة
 روعة كي العادة لطفي",0.81
ARQ-test-0021,"و هدوك منين جاو
 من الجامعة كانو ديزلاڢ",0.44
ARQ-test-0022,"شفتي أنت أو مام تسحر تغسل فمك تبقى نايض أي ما تجيش الراحة
 و كي تسحر ومام تغسل فمك و ترﭬﺪ و تنوض فمك في حالة",0.75
ARQ-test-0023,"أنا من دوك ما لقيتش حسابي
 اللولة واعرة تاع المروك و تونس شوية",0.44
ARQ-test-0024,"بيان سور سليمة ، ربي يشفيك
 نروحو ڤاع سليمة أنا تاني عييت",0.59
ARQ-test-0025,"أسمعي حتى لعراس فضو باه نتلاڤاو شفتي
 شفتي والله أنا عندي العرس تاع عبد النور",0.66
ARQ-test-0026,"حتى الدرك حكينا على كلش حتى على لا بولتيك
 أنا البارح بديت نكتب لي ايمايل تيعك بالعربية",0.5
ARQ-test-0027,"الجن الجن يعشي يتمسخر بهداك المرقي
 يعرف لي ﭘﻮان فابل تاع العباد",0.56
ARQ-test-0028,"ڤالت لي العام الجديد تخلصي سيموا
 ڤالت لي لازم ترﻳڤال لي لوﭘﺮوبلام",0.38
ARQ-test-0029,"يا ماشي مالفة نكبر هكا
 راح تكبري حبيتي ولا كرهت",0.66
ARQ-test-0030,"ﻟقيت مرت جمال تما
 العجوزة و الشيخ وحدهم",0.28
ARQ-test-0031,"ما على باليش أني عيط لها درك
 و اليوم مالا وش رحتي درتي",0.31
ARQ-test-0032,"ﭬﺎتلهم جامي شفتكم
 خزرت معاهم أنا",0.34
ARQ-test-0033,"هه ايا عليلو ايا عليلو واش كاين فما
 ربي يعاونك خويا شمسو الله يرحم جميع الوالدين صحا رمضانكم",0.34
ARQ-test-0034,"أديكا الزرﭬﺔ لي القرعة تحا زرﭬﺔ
 والله ما عرفتها و فضت أديكا درك",0.47
ARQ-test-0035,"ڤالت لي و يموت على يكوپي
 ﭬﺎتلها خديجة أه مليك يخرج حاجة",0.38
ARQ-test-0036,"و انا واحد من الناس ما نقدرش نعيش بعيد على يما
 لي قاعد قدامك هدا ماكاش واحد في الدنيا يحب يماه قدو",0.62
ARQ-test-0037,"لكان تاع شفا ربي يشفيه
 حبست لكاشيات هي لي ضرتني",0.56
ARQ-test-0038,"لالا راهي نورمال
 الحمد لله شبعت",0.28
ARQ-test-0039,"ما عنديش حكيتلك كيفاش تعرفت عليه صدفة
 الراجل هداك لي قال لي عليه",0.34
ARQ-test-0040,"منال الخمار تيعك يخرج مع لاڢاست تيعي
 هاه صح بصح يخرج مع لاڢاست تيعي وسي",0.81
ARQ-test-0041,"مسا الخير سليمة
 مسا الخير كريمة",0.81
ARQ-test-0042,"فور لطفي كونطرا على شياتين
 ماينـة خويا لطفي ربـي ايعوناك",0.59
ARQ-test-0043,"مانسوطيش راني معاك
 عطيك الصحة خويا",0.59
ARQ-test-0044,"واش قلتو في الهجرة
 واش من هجرة ؟",0.88
ARQ-test-0045,"تلت سنين شوية فوق تلت سنين
 ايه تلت سنين و نص قريب ربعة",0.91
ARQ-test-0046,"ربي يتقبل ما تنسايش تدعي لنا
 نشالله مالة واش تحكي كاش جديد",0.53
ARQ-test-0047,"يعيطلنا ليزانديجان
 أياه وعلاش",0.47
ARQ-test-0048,"قال لها راكي أختي و قال لها كي نضمن لك مستقبلك راني نطلقك نورمال
 قلت له هي أه و امبعد قالت راني مرتو ما نطلقش منه فهمتي",0.59
ARQ-test-0049,"أو لازم يجيب السلعة باه يمشي لوزين
 و كيفاه يبيعوهم أم ما يتباعولهمش",0.41
ARQ-test-0050,"و مازال كتبت برك في ڤوڤل أمثال جزائرية خرجوا معمرة
 الناس راهي تشارك شويه   شوفوا هدا  الديكسيونير  فرنسي دارجة",0.44
ARQ-test-0051,"أم غير يسايسو فيه يهدرو معاه و يضحكو ما جبدولوش على لحكاية خلاه
 ﭬﺘﻠﻬﺎ اهدرو معاه و ضحكوه و اجبدوا منو الهدرة إدا ڤعد كيما أك يديوه ﻟﭙﺴﻴﻜﻮلوڤ",0.41
ARQ-test-0052,"تسمى هادو الحوايج لي خلاهم ربي أﻣﭙﻮسيبل توصللهم
 دير واش تحب الشيطان ما تقدرش تشوفه",0.47
ARQ-test-0053,"أنا ما عجبتنيش
 وش أدا الإضراب",0.28
ARQ-test-0054,"لالا نقول لك وقتاش فاق كي مات خوه هو ولى رئيس العشيرة
 جاء مالطاليان كان يقرا في الماريكان و امبعد راح لطاليان و أومبعد جاء للترك",0.44
ARQ-test-0055,"رحت للسبيطار باه ندير كونسيلتاسيون جينرال ظهر عندي فيبلاس في ليباتمون دوكور تيعي
 و لافيبلاس أدي جاتني من لونجين اللي حكمتني بكري دارتلي روماتيزم أغتيكولار إﻳﭭﻮ في ﭬﻠﺒﻲ",0.66
ARQ-test-0056,"اسكو انت البارح جاك واحد و قالك راك رايح تتضرب بكف
 ولا عيط لك واحد و قالك راه فلان رايح يضربك غدوة بكف",0.75
ARQ-test-0057,"آو كل واحد ما نعرف ڤداه دار دنوب فهمتي ولا لا
 و الصلاة ما يصلوش سيرتو الصلاة بعد سيرتو الصلاة بعد",0.62
ARQ-test-0058,"بالعقل ،بالعقل ،ماتلفوهاليش
 هدا بتسعين ألف",0.31
ARQ-test-0059,"بداو في أكتوبر يقراو في النهار
 أنا بالاك بربي نشا لله نسجل فيه",0.62
ARQ-test-0060,"آت اﻟﭙﻮرتابل
 جيب يومة",0.22
ARQ-test-0061,"هاي أسما شفتي شحال تمرمدت شحال تمرمدت شحال تمرمدت
 ايه أنجنيور في لانفورماتيك و أو فان دو كونت مسكينة",0.47
ARQ-test-0062,"بالصح الواحد مايكرهش منه على خاطر معمر بالحكايات
 شوفوا پاريكزومپل هدا السيت في ويكيبيديا على الدارجة نتاعنا",0.5
ARQ-test-0063,"ما تديوش نقطة كاملة على الكتابة
 كاينين تمارين يعطيهولك باه تتعلمي تكتبي الحروف",0.56
ARQ-test-0064,"صح عندك الحق سليمة
 على واش نهدرو اليوم",0.28
ARQ-test-0065,"صا شمسو ربي يحفظك راما معاك
 يعطيك صحة شمسو راني معاك حتى لاخر",0.88
ARQ-test-0066,"أنا ﻧقـﻮل ربي يهدينا و يهديهم
 الوقت لي وصلنالو عاد كلش مظاهر",0.56
ARQ-test-0067,"انشالله من فمك الى ربي
 و تاني كاين السكايب ماتخافيش",0.38
ARQ-test-0068,"مكانش منها ڤل لهخطيك من الخدمة أدي لي فيها الريسك و فيها المشاكل
 ﻛﭙﺎبل المرة الجاية يخطفوه هو ولا يديولو مرتو ولا ولادو كيما نشوفوها في الفيلمات",0.53
ARQ-test-0069,"أي حتى هما ما يخدوش الراي والله ما يوخدوا الراي تعرفي
 آه على بالي بيهم صغار نڤول لك باش تقدري تكسبيهم لازم تسايسيهم",0.47
ARQ-test-0070,"ﺳﭙﻴﺴﻴﺎليتي تاعك وش
 درت ايسي أنا",0.72
ARQ-test-0071,"لاباس سليمة ؟
 مرحبا بيك سليمة",0.66
ARQ-test-0072,"لا نڤول لك وقتاه فاق كي مات خوه هو ولى رئيس العشيرة
 جا مالطاليان كان يقرا في الماريكان و امبعد راح لطاليان و مبعديكا جا للترك",0.34
ARQ-test-0073,"رحت لوفتالمولوﭪ باش ندير ڢيزيتة لاجال نواظر
 قعدت فلاسال داتونت ﻟقيت بزاف المرضى",0.72
ARQ-test-0074,"علاخاطرش أنا إيتوديونت و حابة نكمل قرايتي قبل الزواج
 بصح عوايدنا و عوايد بابا ما تخليش الطفلة ﺗقول رايها",0.56
ARQ-test-0075,"روعة و ﭬﺪاه يدير
 وعلاه ما شريتيش واحد",0.47
ARQ-test-0076,"يجي نهار و الوالدين ما يكونوش معانا
 لازم تتكلي على روحك و تستحفضي عليها",0.62
ARQ-test-0077,"ياه و كيفماه باينين صوابعو مقصوصين
 هاه ڤاسوه بمومبا ولا ما نعرف وش",0.59
ARQ-test-0078,"قالت  لي  لالا هداك خدمة تاع ليسانس
 قالت لها واش رايك  لوكان ديري بيبليوغرافي",0.44
ARQ-test-0079,"رحتي عند نصيرة
 أي مسلمة عليك",0.47
ARQ-test-0080,"في الهدرة
 آما هدرة",0.81
ARQ-test-0081,"و هاي وش اسمها لهنا
 وشبيك تشوف ليا وش كاين",0.38
ARQ-test-0082,"لالا ليراديو ليراديو
 و سكانار وقتاش",0.56
ARQ-test-0083,"لا أنا الحق كي نلڤى مستقبل هنا في بلادي نڤعد
 رشيدة رشيدة أكي ملاحة اليوم ازربي رانا نسناو فيك",0.31
ARQ-test-0084,"وش الموت آري كاردياك أكسيدون من علامات الفنا أديكا
 واحد جار وش اسمها سميرة بنت عمي براهيم",0.28
ARQ-test-0085,"كيما الرشتة شكرا ام وليد
 بنينة بزاف يعطيك الصحة",0.72
ARQ-test-0086,"كما قلت لكم الخطرة اللي فاتت , نقدرو نپوبلييو في مجلات امپورتانت 
 هدي فكرة مليحة   كي راك تكتب لي ميساج تيعك بالدارجة",0.41
ARQ-test-0087,"عندك يكلحوك
 خممت فاها",0.38
ARQ-test-0088,"شحال في عمرها بنتو
 ربعة ولا خمسة سنين",0.75
ARQ-test-0089,"ما تديوش نقطة كاملة على الكتابة
 كاينين تمارين يعطيهملك باش تتعلمي تكتبي الحروف",0.59
ARQ-test-0090,"انا حرت
 أيا فطيمة",0.31
ARQ-test-0091,"راح تحبسو ڤاع
 أواه غدوا برك",0.56
ARQ-test-0092,"يما زوج نسا وحدهم في ڢيلاج راح يخلونا طرونكيل
 غدوة نروح للمارشي نكري زوج رجال يعسو علينا",0.59
ARQ-test-0093,"لالا أنا الحق كي نلقى مستقبل هنا في بلادي نقعد
 رشيدة رشيدة، راكي شابة آيا غاولي رانا نستناو فيك",0.28
ARQ-test-0094,"لاشين يجيبو منها الصباط  ؟
 فكرتيني  دوك  نعيط لطه",0.34
ARQ-test-0095,"روحي أي ڤاعدة تسنا فيك
 هيا سهام يزي بلا هدرة",0.53
ARQ-test-0096,"و كاين واحد لتما شفت عندو سندالة بيضا كيما تيعك
 شفت عندو كعبات عجبوني ما نعرف ﻧﻠﭭﻰ عندو أداكا ولا لا",0.53
ARQ-test-0097,"برك أدي هي ادي يڤولو علاها إجابة مشها ملاحة
 أنا لانفورماتيك سمعت باها أول مرة كيما كنت دوزيام آني",0.34
ARQ-test-0098,"راهي تمشي كيما البلاد
 ليسانس رجعت 3 سنين",0.34
ARQ-test-0099,"و انت شفتيه
 شفتو شفتو قبل",0.81
ARQ-test-0100,"كيما حبيتي
 امالا عيطيلنا",0.38
ARQ-test-0101,"بديت نحفض ماﻟﭙﺮوميار لوسون اللي درناها
 و أڢونسيتوا في اﻟﭙﺮومي تريماستر ولا لا",0.62
ARQ-test-0102,"راحت كريمة وما ولاتش
 لا أنا هنا مراد",0.44
ARQ-test-0103,"ما على باليش كيفاش يقولوها بالدارجة , دوك نشوف كيفاش ندير 
 حطيت بالعاني كلمة كتاب باش ما نخليش البلاصة نتاعها فارغة",0.47
ARQ-test-0104,"لالا الفرونسي لا تقراي لا هم يحزنون، تنحي من مخك العربية فهمتيني؟ و تهدري نورمال پاسكو  اللغة ماشي هكا
 درك الناس كامل تعرف تحفظ بالصح المشكل وين راه؟  في اللسان برك ، درك أنا نهدر مليح ولا لالا",0.47
ARQ-test-0105,"قولتيلي لوسات زينب
 لوسات لوسات ديسمبر",0.69
ARQ-test-0106,"راح التريسيتي التيلفزيون شاعل
 التريسيتي راحت التيليفيزيون شاعل",0.78
ARQ-test-0107,"أنا درت مودپاس معقد خلاه
 يعطيك الصحة عقدتاها مرة وحدة",0.59
ARQ-test-0108,"أنا ما نغيضكش نصبح بالحد خدامة و أنا ما فرزتش أموري
 زعمة كنا خارجين و عيط الراجل لبابا على جالت الڤاراج",0.38
ARQ-test-0109,"ايه قلتلها البارح ما قعدوش هي و خالتي زينب
 راهي رايحة عندها فاتحة ما تفهميش غير روحي أعرضيها",0.47
ARQ-test-0110,"أول مرة نشوف وجهك كيما هكا
 ما عندك ما شفتي عاملة فيهم التير",0.62
ARQ-test-0111,"انت شفتاها النو نهار واحد يعديوا الفصول كل
 هاي سخانة هاو برد هاي نو تحيري سبحان الله",0.81
ARQ-test-0112,"لا ڤال لك كي تكوني خدامة بيان يحكموك
 لا ڤلت لك ﭘﺎريڤزوﻣﭙﻞ شفتي كي درت تاع اﻟﭙﺮيڢي",0.47
ARQ-test-0113,"جو بريفير كل يوم نهدرو على دومان سپيسيال
 ماعليش مراد نبينو بصح ماشي على الحداش تاع الليل",0.28
ARQ-test-0114,"هادي ما نعرفهاش
 قليل اللي يعرفوها",0.88
ARQ-test-0115,"كاين ياسر لي فيلم في رمضان
 لازم عليك تڨولي للطلبة يعاونوك هدا العام",0.22
ARQ-test-0116,"راكي تقوليلي كيما هاداك لي قالولو خلص زوج ملاين ولا نسيزو الحمار
 باع الحمار بخمسميا و زاد مليون و خمسميا و راح عطاهم لهم",0.66
ARQ-test-0117,"قالت لهم عسي روحك ربعة و عشرين ساعة
 شفتي من مور ربعة و عشرين ساعة يبان كلش",0.72
ARQ-test-0118,"هه يعطيك الصحة
 وليد بلادي راك فور",0.47
ARQ-test-0119,"ماشي نورمال هادا
 علابيها طاح اﻟﻨﻴﭭﻮ",0.41
ARQ-test-0120,"بالصح نورمال غدوة نتلقاو و تحكي لي كلش
 يخي كنتي راح تحكي لي على مليك",0.5
ARQ-test-0121,"كي تجي تشوفي ما خيرناهاش هادا واش كاين
 أنا دارها بيا التروﻧﺴﭙﻮر ساعة و انا نسنا",0.31
ARQ-test-0122,"حتا أنا شعري في حالة
 أروزما ماكاش أﭘﺮاي من زهري",0.38
ARQ-test-0123,"لوكان غير يسڤموه برك
 دايمن كاين بروبلام عندنا",0.59
ARQ-test-0124,"نسيت واش يسنا فيا
 أقعدي نجوزو ايامات ملاح",0.31
ARQ-test-0125,"نتا منك ليه
 آه تاع انفورمتيك",0.25
ARQ-test-0126,"أومبعد بينوم و كي أنا  كي خالد حابين مونوم
 قالت لك مليحة كل واحد لي يحب يدير وحده يدير وحده",0.47
ARQ-test-0127,"إدا محرم أم حيزيدو يأجلولو
 و خالد و مرتو يخدمو",0.22
ARQ-test-0128,"جبت دي تكست من فايسبوك بصح ضهرلي لهجة تاع الشرق
 جبت دي بلاڨ غنا تاع رابح درياسة غنا تاع بعزيز",0.59
ARQ-test-0129,"جربتها جاتني روعة بنينة بزاف يعتيك الصحة ربي يخليك لوليد
 جربتها ليوم راني صائمة جاتني روعة يعطيك الف عافيه ام وليد",0.91
ARQ-test-0130,"سيبون هداك ما شفت
 حقا اليوم الأولاد أونتريناو",0.19
ARQ-test-0131,"وحد العبارة يشوفوها غير المسلمين
 أسمع ﭘﺎسكو يعطيه ربي قدرات",0.41
ARQ-test-0132,"احسبي وحدك
 دوك ﻧقولك",0.44
ARQ-test-0133,"بصح هي مسكينة ما حكموش عليها الدوسيي
 خولة نتي وقتاش دﯾﭙﻮزيتي الدوسي ما شفتيش",0.75
ARQ-test-0134,"نسحق الميكرو نهار الخميس
 حتى أنا نسحقه بزاف",0.66
ARQ-test-0135,"كيما متلا بوتفليقة كامل يحبوه
 تسمى ولا مشروع و شرعي",0.34
ARQ-test-0136,"أنا بصح أم ﻳﭭﻌﺪو حرين باينة خلاه
 حاجة حرة ﺗﭭﻌﺪ مشي كيف الحاجة المدرحة",0.62
ARQ-test-0137,"مانسوطيش راني مع شمسو جوكار
 منسوطيش راني فالدار هه",0.66
ARQ-test-0138,"واش راهو المقرمد هداك
 تهنينا منه سمانة هداك",0.66
ARQ-test-0139,"عطاني كاشيات تاع الصبر
 مالا عندك الصبر ياسر",0.75
ARQ-test-0140,"رشيدة رشيدة، راكي شابة آيا غاولي رانا نستناو فيك
 كاش واحد من االتلاميد دياولك عندو واحد يتزوج بيا",0.41
ARQ-test-0141,"كي راحو للمخازن لڤاهم يخدمو في لادروڤ تما فاق بحكاية لادروڤ
 ﭬﺘﻠﻮ أمو وعلاه مالا أنا مين نعيش في عشرة لاف عبد",0.53
ARQ-test-0142,"آي تخدم ولا لا
 آني رايح نعملها مالادي",0.47
ARQ-test-0143,"يعطيك الصحة ام وليد جاك هايل
 يعطيك الصحة اختي ام وليد ربي يبارك فيك",0.78
ARQ-test-0144,"هدرت مع وليد عمي كونسيرنون اسوجي تاع الزواج فهم رايي و هدر مع باباه هو تاني
 ما قبلش باباه و قالو لوكان ما تتزوجش بنت عمك دوك يصرا ﭘﺮوبلام مع عمك",0.69
ARQ-test-0145,"لازمك معريفة برك لا جانفي لا فيفري لا تديك لا تجيبك
 لالا هو لوكان واحد يروح لطبيب برك لتما من طبيب لطبيب تترڤلا",0.28
ARQ-test-0146,"كيما سكندر تاع المسلسل عنده واحد الدوسي خباه في بلاصة حتى هو ما يشفاش وين حطو
 باش حتى يعدبوه ما يقوللهمش على بلاصتو و نهار لي اسحقو قلب الدنيا ما لقاهش",0.59
ARQ-test-0147,"مالتمنية لطناش عندنا ربع مواد و من الوحدة و نص حتى الخمسة و نص ربع مواد وحدخرين
 ديجا ليتوديون يخرج ساتوري معمر سيبون يخرج ما يقدرش يخمم ما يقدرش يقرا في الدار",0.72
ARQ-test-0148,"وحد السيد صحيب جدي بعد طلعو للجبل مع بعضاهم
 بعدما راح جدي بربعايام أكاك راح للاﭘﻮست يخلص",0.69
ARQ-test-0149,"صح وقتنا مش مليح ﭘﺮاﭘﻮر على المشاكل اللي فيه
 بصح بكري مكانتش الدنيا ساهلة كيما وقتنا أدا",0.53
ARQ-test-0150,"ديرهم لي في ساشي
 هدا مسيد ماشي سوق",0.5
ARQ-test-0151,"حكيتو لنهى قالت لي كي تحكيلك الخطرة الجاية سوسن حاجة ما تجيش تحكيهالي
 الخطرة الجاية كي نقول لك فيلم ولا مسلسل قولي لي أسكو كملتيه ولا لالا",0.66
ARQ-test-0152,"بالك غدوة نجيك بكري ماو نقراو على الطناش و نص
 نعدي نخلص و نريكلامي امبعد نجيك و نطلعو لفاك",0.62
ARQ-test-0153,"مانسوطيش والله مانسوطي عندك الحق شمسو كامل معاك
 شكون لي مزال يشوف فيه في رمضان يخبط جام",0.38
ARQ-test-0154,"القراية في وقتنا عادت بزاف صعيبة
 كيما ﻧقولو حنا الشيوخا ما يفهموكش مليح",0.47
ARQ-test-0155,"يعطيك الصحة برافو
 شكرا يعطيك صحة",0.91
ARQ-test-0156,"يا حسراه عندهم بزاف السباط شريته في الڢاكونس تاع الشتاء
 و هدو أومبعد بالصح كل مرة تصب الشتاء ما نلبسهمش",0.56
ARQ-test-0157,"صحا باي
 ألو وي",0.38
ARQ-test-0158,"هيا اقرالي واش كتبت ولا هات لهنا
 لالا لالا بيدك ولا برجلك حبيت نقول",0.38
ARQ-test-0159,"يعطيك الصحة ام وليد على التوضيح وربي يحفظك
 نحبك ام ولييد ربي يحفظك لينا",0.69
ARQ-test-0160,"هادا محرم راح يزيدو يروتارديوه
 و خالد و مرتو يخدمو",0.28
ARQ-test-0161,"أسامة صح سلو كانوا عايشين في النورڢيج
 آه سلو نعرفو بصح ما على باليش",0.59
ARQ-test-0162,"وعلاه وش معناها
 العقلية الخاسرة اديا",0.25
ARQ-test-0163,"و الصلاة ما يصلوش سيرتو الصلاة سيرتو الصلاة
 الصلاة  ما جاتش في ما يصليش",0.88
ARQ-test-0164,"كمال , حبيت نفكّرك على لانڢيتاسيون , لخاطر راني حاب نبدا في لي ديمارش , راك تعرف كلّش تقيل هنايا
 سليمة   نسيت ما سقسيتكش إدا بديت الخدمة اللي هدرنا عليها الخطرة اللي فاتت في الاجتماع مع كمال وكريمة ",0.41
ARQ-test-0165,"أسمح لي خويا الله يسجيك
 هاكي مدام ألبسي الطبلية هنا",0.41
ARQ-test-0166,"ڤتلو نڤول لك حاجة ادي كونجي و عيطلي كي دا كونجي و عيطلي ڤتلو في لامان أ خويا الطمع مشو مليح
 الميدسان التالت تاع العينين رحت نداوي عندو ڤتلو أ حكيم عندي لوجيسيال و كدا حكيتلو ڤالي ننصحك طيش عليك",0.28
ARQ-test-0167,"سينون اي الدنيا ﻣﭭﻠﺒﺔ
 مازالت الدنيا ﻣﭭﻠﺒﺔ عندك",0.91
ARQ-test-0168,"هاداك المارشي
 ياكلو الشعير",0.22
ARQ-test-0169,"كملت قرايتي في لافاك بالسيف
 ما كنتش سيريو في قرايتي",0.84
ARQ-test-0170,"هه حفظتها ولا مازال
 واحد مايسوطي رانا معاك شمسو",0.28
ARQ-test-0171,"رانا كامل مع شمسو ايه مانسوطيش
 شمسو خويا بكيتنا صغار كبار ربي معاك وشكرا",0.56
ARQ-test-0172,"لصحابهم
 إيه",0.25
ARQ-test-0173,"ما نعرف علاه دارو فيه الصوت
 باش يفضح العبد كي يسجل فهمتي",0.66
ARQ-test-0174,"انسان كيما أدا يخمم على الفايدة تاعو هو قبل من تاع ليتوديون
 يدي في السوارد و طامع فيا انا نخدم حاجة و نجيبهالو",0.56
ARQ-test-0175,"تحية من الجزائر خاوة خاوة
 ما نكومونسوطيش هه فيديو هايل",0.22
ARQ-test-0176,"خرجت حففت طلعت للدار خلاص النهار
 راسي يوجع بالصح ما رانيش حاب نرقد",0.47
ARQ-test-0177,"بعدما راح جدي بربع ايام هكاك راح للاﭘﻮست يخلص
 راح البرا شوية لتم على التسعة تاع الصباح مات",0.44
ARQ-test-0178,"انعم واش هي الحاجة الاورجونت
 سلام سليمة واش راكي اليوم",0.22
ARQ-test-0179,"فهمتك بالاك عندها علاقة بالاعصاب
 و تنملي وسي يا إيمان",0.41
ARQ-test-0180,"جانفي يكون هنا لالا
 إيه ما نقعدش لجانفي",0.72
ARQ-test-0181,"وحد الطفلة وسي
 صبيحة تاع عزابة",0.34
ARQ-test-0182,"والله أ وسامة خويا انا ناجي أداكا من الدقيقة الاولى ما نرتاحلوش
 أك نتا كنت ديما ﺗﭭﻮل أو مليح و كلش بصح نا والله ما نرتاحلو",0.56
ARQ-test-0183,"أسنا سح أنا ما نعرفش نكتب
 نعرف نرﭬﺪ أنا برك أدا وش ندير",0.69
ARQ-test-0184,"كيما سكندر تاع المسلسل عندو وحد الدوسي خباه في بلاصة حتى هو ما يشفاش وين حطو
 باه حتى يعدبوه ما ﻳﭭﻠﻬﻤﺶ على بلاصتو و نهار لي احتاجو ڤلب الدنيا ما لڤاهش",0.78
ARQ-test-0185,"عيطت لنرجس
 آه نرجس",0.72
ARQ-test-0186,"ڤالت لي خديجة تكمل على لوحدة جودي
 انا الخميس جوڢي غاتي لوكور تاع مسلاتي",0.53
ARQ-test-0187,"هايا وين راح الخيط
 ماكان والو اتمناي حاجة",0.28
ARQ-test-0188,"كل واحد يهدر وحدو سينون تعود فوضى
 كيما ﭬﺒﻴﻠﺔ عندك كنا كل نهدرو مع بعضانا",0.69
ARQ-test-0189,"الصلاة أي ما جاتش في ما يصليش
 لادان ﭬﺎعد يدن و أنت تلعب في الديمينو",0.75
ARQ-test-0190,"يعطيك الصحه اختي ام وليد
 شكرا حبيبتي ام وليد راح نجربو",0.75
ARQ-test-0191,"نضت على السبعة تاع الصباح حكمت طاكسي لسبيطار
 قعدت مع الشيروجيان لي راح يديرلي لوﭘيراسيون",0.53
ARQ-test-0192,"يدي في الدراهم و طامع فيا أنا نخدم حاجة و نجيبها له
 هدا الأول، التاني پروف مرا ، على بالك واش قالت لي ؟",0.34
ARQ-test-0193,"آه ﭬالت لها  تنقصلها فاها من و من
 عجبتها لخرا تاع لاسوا ڤالت لي قماشها مليح",0.41
ARQ-test-0194,"قالت لي مازلت وحدخرا ما كملتهاش
 قالت لي نهار آخر نعيط لك",0.38
ARQ-test-0195,"ﭬﻠﻬم مرتي نخدمها واحد ما دخلوه و هما أم عندهم لمرا ما تقرا ما تخدم
 كيما أختو عندهم عقلية هاكا النسا تاعهم ما يقراو ما يخدموش و هو بالعكس يعاون فاها",0.53
ARQ-test-0196,"يومين قبل العيد لكبير
 آه قبلو ﭬدﭬد ازوزت",0.5
ARQ-test-0197,"ديت تراز ولا دوز العام لي فات
 العام هادا حتي واحد ما دا لاموايان",0.78
ARQ-test-0198,"درك كل وحد و رايو
 انا رايي أدا مشو پروف",0.66
ARQ-test-0199,"هيا اقرالي وش كتبت ولا هات لهنا
 لا لا بيدك ولا برجلك حبيت نڤول",0.41
ARQ-test-0200,"حرت انا
 أيا فطيمة",0.38
ARQ-test-0201,"وي وعلاش لا , تقصدي الحرڨة تاع لي جون 
 الهجرة كي الواحد يخلي بلادو حارڨ ولا لا",0.75
ARQ-test-0202,"ڤالت لك كان عندي بصح راح لي النيميرو راح لي اﻟﭙﻮرتابل
 آه كون تجي حورية ڤولي لها بلاك عندها عيطي لفريال تكتبه لك",0.59
ARQ-test-0203,"شكون مريم
 وين يخدم",0.34
ARQ-test-0204,"كل زوز دقايق يطفا
 لعشية حا ندير سفنج",0.28
ARQ-test-0205,"ما عيطنالهاش
 عيطنالها حنا",0.69
ARQ-test-0206,"أسنايني أ ميمي درك نجي و حكيلي
 على بالك أ سارة يطيبو كيفنا",0.34
ARQ-test-0207,"المهم نشاتيو حنايا شويه
 هو ثقيل في العربية",0.38
ARQ-test-0208,"أنا قلت له نديروها شوية بكري
 المهم احنا هنا أو عاود جا",0.47
ARQ-test-0209,"انسان كيما هدا يخمم على الفايدة تاعه هو قبل من تاع ليتوديون
 يدي في الدراهم و طامع فيا أنا نخدم حاجة و نجيبها له",0.69
ARQ-test-0210,"ساڢا الحمدلله
 عندكم ياسر",0.38
